business_id,attributes.RestaurantsTakeOut,attributes.GoodForKids,postal_code,categories,attributes.RestaurantsPriceRange2,attributes.WiFi,attributes.RestaurantsDelivery,stars
jrVEB7FPeD7zeLdYfmnwVg,True,True,V6S 2C3,"Sushi Bars, Restaurants, Japanese",2,no,False,4.0
9JX6NG528b90t8MPoSQuwQ,True,True,V3B 1A5,"Sandwiches, Soup, Restaurants, Breakfast & Brunch",1,no,False,3.5
ViBoypPpX94Igjm2s5XNsg,True,False,V6B 2K8,"Restaurants, Nightlife, Gastropubs, Bars, Pubs",2,free,False,3.0
c0bstAQPXTmv22PDmkv2Eg,True,True,V5H 2G2,"Breakfast & Brunch, Canadian (New), Restaurants, Burgers",2,free,True,3.0
szPJyzsly0a5ZkehLAV1fA,True,True,V6B 1Y1,"Food, Sushi Bars, Poke, Japanese, Restaurants, Hawaiian",2,free,False,4.0
iyqCE9U3UNDOra_5iwjUIQ,True,True,V5R 2G7,"Chinese, Food, Restaurants",2,free,True,3.0
O9KCg8IfPtbNSlk7M0OdSQ,True,False,V6Z 1L4,"Restaurants, Nightlife, Pubs, Bars, Irish",2,no,True,4.0
FEFF1TpkB-D4QSnnLzRAMQ,True,True,V3T 1N6,"Thai, Restaurants",2,no,True,3.5
zm699HmLWnw8PgT1JDw5Ag,True,False,V6K 2E5,"Food, Sandwiches, Vegan, Coffee & Tea, Restaurants",2,free,False,4.0
IIQEpQFQgsc_NTDEUOzcoA,True,True,V6M 1Y8,"Dim Sum, Restaurants, Seafood, Chinese",2,no,False,3.5
3J_E0XfGLFAHKnQqIO9rXA,True,True,V3K 3S3,"Restaurants, Greek, Canadian (New), American (Traditional), Nightlife, Mediterranean, Bars, Lounges",2,free,True,4.0
1tJ25j22FXmkuQQW0F_Qfg,True,True,V6H 4E5,"Afghan, Restaurants, Kebab, Middle Eastern, Mediterranean",2,free,True,4.0
BN74Q1bTS-81g0brtHlakQ,True,True,V7M 3K7,"Food, Specialty Food, Restaurants, Soup",1,no,False,4.5
kimpqLP-TwiDpl3FQPHcIA,True,True,V5E 1P8,"Indian, Restaurants, Pakistani",1,no,True,2.5
XFQ9bpvZ3S2RZVYw--Slyg,True,True,V3W 1P8,"Restaurants, Portuguese, South African, African",2,no,True,4.0
s_wer9tZdJSvH8mSH5Gwcg,False,True,V6X 1A7,"Hot Pot, Restaurants",2,no,False,2.0
ZgfKS7two089Tdv6tmi43w,True,True,V6Y 3R9,"Restaurants, Indian",2,free,True,3.5
tTfGAYRi9SFaAuLw8HYX6w,False,False,V6C 1V4,"Sports Bars, Pizza, Active Life, Canadian (New), Nightlife, Restaurants, Bars, Golf",2,free,False,4.0
eO-Zl3wPFxfZtPQji-7eiw,True,True,V6T 1Z1,"Restaurants, Cafes, Vegetarian",1,free,False,4.5
mKdrzse-LFXmdbmNUhee4Q,True,True,V6Z 2H7,"Food Stands, Restaurants",2,no,False,3.0
AXOtY2PFur_meYOwMJr-qQ,True,True,V5H 4J2,"Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants",1,no,True,2.0
7VjbCZqbxIMUHd_2hA9QOw,True,True,V6Y 3X9,"Restaurants, Malaysian, Singaporean",2,free,True,3.0
0zWQiyha9XcrICs24pK7XQ,True,True,V7V 1J6,"Pizza, Restaurants",2,no,True,2.0
2Wlfty9MKueKN99mBqgT_Q,True,False,V5T 3G4,"Bars, Tapas Bars, Nightlife, Restaurants",2,free,False,3.5
Q7DVB7X0194ohRLOlnz2_g,False,True,V6C 3B5,"Buffets, Canadian (New), Restaurants",3,free,False,3.5
RPnSUIZMRS5T8KsSI1dwMA,True,True,V5H 1Z8,"Chinese, Coffee & Tea, Bubble Tea, Food, Restaurants, Taiwanese",2,no,True,3.5
85UAzxAcYq9M8ZBiLmcZwA,True,True,V6P 6L6,"Burgers, Breakfast & Brunch, Canadian (New), Restaurants, American (Traditional)",2,free,False,3.0
Y8NNXzzvs4Ymu_NO0etyFw,True,True,V3H 0C8,"Restaurants, Seafood",3,no,False,2.5
X1FtX-e5J88mCXz7nDw1ZA,True,True,V6C 2T6,"Restaurants, Burgers, Food, Fast Food",2,free,False,3.5
CMpeBW5pafQFlW1zPRD28Q,True,True,V6T,"Restaurants, Middle Eastern",1,no,False,3.5
h0tM4_qQFiD6-_B7fmS27A,True,True,V6H 3R9,"Flea Markets, Shopping, Specialty Food, French, Food, Grocery, Restaurants",2,no,True,3.5
rFvjDoxbOblnPN2vL_bvzA,True,True,V5P 3V9,"Restaurants, Vietnamese",1,free,False,4.0
4I8aLMG3VcmRS4etjGQBzw,True,False,V6C 2G2,"Bars, Restaurants, Nightlife, Canadian (New)",2,free,False,3.0
ZIVzL7wFwvKM1hrTrWZknw,True,True,V6B 6N7,"Vietnamese, Restaurants",1,no,False,2.5
B1bE80mdyebL15IVtHrJRA,True,True,V5C 2K6,"Restaurants, Canadian (New), Nightlife, Bars, American (New)",1,free,False,4.0
R-KPTWap9rmIFLa0g1Um1w,True,True,V6M 4B8,"Hot Pot, Restaurants, Salad, Japanese",2,free,True,3.5
uYDRM-oD6qyU4jrnWTgNnA,True,True,V5T 0C1,"Ramen, Japanese, Restaurants, Noodles",2,no,True,3.5
2WRCcQATOe_Em0k61T6kvQ,True,True,V5N 5E4,"Restaurants, Barbeque, Korean",2,no,True,4.0
ztP4E-dCMEOZRT9XYLDNzw,True,False,V6J 1M5,"Thai, Restaurants",2,no,True,4.0
kwwdNco1QQDf9Sk4ph6b0A,True,True,V5B 1S3,"Sushi Bars, Noodles, Japanese, Restaurants",1,no,True,3.5
y53Y_93Tz90HpefKQVcq1w,True,False,V6B,"Bars, Nightlife, Canadian (New), Restaurants, Seafood",2,free,False,3.5
EXImmr3ZRnPExKmzgy-maQ,True,True,V5V 4E4,"Restaurants, Japanese, Sushi Bars",2,free,True,4.0
B2OCwi8B_q5J0Pyz9GbXAw,True,False,V6G 1C7,"Korean, Bars, Nightlife, Tapas Bars, Restaurants",2,free,True,3.5
eU79Z73ns_NrSpQleTIcNw,True,True,V5R 5K6,"Tea Rooms, Bubble Tea, Taiwanese, Food, Ice Cream & Frozen Yogurt, Restaurants, Chinese",1,free,False,3.5
FtelGZRPCdcXWKo_OVZMjg,True,True,V3K 3V9,"Restaurants, Vietnamese",1,free,True,2.5
xfK9_bAM8JXiYMAV_yXKFQ,True,True,V6K 2G9,"Japanese, Asian Fusion, Barbeque, Restaurants, Ramen, Tapas/Small Plates",2,free,True,3.5
SXhG-as7pJv5tbHeOYwxOA,True,True,V5L,"Sushi Bars, Japanese, Restaurants",2,no,True,3.5
onSotJ4tCb3HlfbvaqiiTA,True,True,V6R,"Burgers, Nightlife, Bars, Pubs, American (New), Canadian (New), Lounges, Restaurants, Breakfast & Brunch",2,free,True,3.5
5oK7ydxjDS1j3qaHp977Jg,True,True,V3V 6A8,"Burgers, Food, Coffee & Tea, Fast Food, Restaurants",1,free,True,1.5
VUaW2S6jLJnnuQHpX1D8Eg,True,True,V3B 6J6,"American (Traditional), Mexican, Chicken Shop, Fast Food, Chicken Wings, Restaurants",1,no,False,1.5
C3GtapBXvKBCgzAZ9yv49A,True,True,V6E 1B5,"Ice Cream & Frozen Yogurt, Specialty Food, Food, Sandwiches, Chocolatiers & Shops, Coffee & Tea, Restaurants",2,no,True,4.0
5lVXZfJMFX-PJIdzk9gAlw,True,False,V6Z 2K7,"Desserts, Sushi Bars, Japanese, Seafood, Restaurants, Food",2,free,False,3.5
6T0ceMqSLXHyLtsJLlEGbg,True,False,V6B 2G5,"Sushi Bars, Restaurants, Japanese",1,no,True,3.5
ebwx3CSWa9AbasmW03EQTQ,True,False,V3T 5X3,"Canadian (New), Bars, Pubs, Breweries, American (New), Food, Restaurants, Nightlife",2,no,True,3.0
bRinG2WByN3kwHaLf1B84A,True,True,V6P 4Z7,"Restaurants, Taiwanese, Noodles",1,free,True,3.0
W-wR2RWSejKvy-3Bh3p9Fw,True,True,V6R 3C4,"Japanese, Sushi Bars, Restaurants",2,no,False,3.5
iHr346j7FGUY4JQoeEKXMA,True,True,V6K 2G9,"Sandwiches, Food, Breakfast & Brunch, Delis, Restaurants",1,free,False,4.5
xieW0hEoCWIFzavfJbWK4w,True,True,V5T 1X9,"Vietnamese, Restaurants",1,free,False,3.0
UkSNdIF54dvas25eh_CmFw,True,True,V5Z 3C2,"Food, Coffee & Tea, Bistros, Restaurants",2,free,False,4.0
5T0vKfIJWP1xTnxA7fJ17w,True,True,V6B 1H7,"Fast Food, Bakeries, Sandwiches, Salad, Restaurants, Soup, Chicken Wings, Food, Canadian (New)",1,no,True,4.0
iHvgkEKNj_BNrwEPKZB5Hw,True,True,V5H 4N2,"Cafes, Coffee & Tea, Restaurants, Food",1,free,False,4.5
elfod3uO6WvTEtNAS9zF-g,True,False,V5E 1E5,"Chinese, Imported Food, Specialty Food, Restaurants, Ethnic Food, Food",2,no,True,3.0
SmoRDhTkwQZFBHM6pG7eSw,True,True,V3W 3N3,"Restaurants, Seafood, Chinese, Dim Sum",2,free,True,3.0
LNPV-J6iv-CjSp31mx_fuw,True,True,V5H 2A9,"Food Court, Restaurants, Chinese",1,no,False,4.0
F5qWJO27UIzMmSObtD9Zeg,True,True,V6G 2L6,"Japanese, Sushi Bars, Restaurants",2,no,True,4.5
n9h3nbXEIkfYHoFgoToXEw,True,True,V5C 2K2,"Food, Delis, Sandwiches, Restaurants, Grocery",2,free,False,3.0
lOmgDBHcDAUbNatYya5q0Q,True,True,V5V 4G2,"Filipino, Restaurants",2,free,False,4.5
WrroLBmTTS9rjsh8DEWBdg,True,True,V3M 4W8,"Vietnamese, Food, Restaurants, Specialty Food",1,free,True,3.5
ApevdPfKvAxTKFIq7LKFtg,True,True,V6S 2C1,"Pizza, Indian, Restaurants",2,no,True,4.0
pFjo7KvZM-_Lf8WJz-_lcg,True,True,V3W 1R1,"Food, Indian, Restaurants, Desserts",1,free,True,4.0
rOHGRHbyDcwLEbDn0lIejg,True,True,V6B 2L2,"Noodles, Japanese, Ramen, Restaurants",2,free,False,3.5
wwqKcf4bX2P6Xm8e7l8nFg,True,True,V3M 1A9,"Restaurants, Sandwiches, Breakfast & Brunch, Caterers, Event Planning & Services",2,no,True,4.0
cYLj6DwGa0eAeO7Q7kIYOA,True,True,V6K 3E4,"Restaurants, Sushi Bars, Japanese",2,no,True,3.0
zyrXzq8IQxVEK5341L0qZQ,False,False,V6A 2Z4,"Lounges, Arts & Entertainment, Cabaret, Nightlife, Restaurants, Bars, American (Traditional), Event Planning & Services, Venues & Event Spaces",2,free,False,3.5
JHdsuTOvlD1Oc5hf_2spjA,True,True,V5W 3A4,"Restaurants, Vietnamese, Noodles",1,no,True,4.0
BqOSfSmwWDZzjYzIrBhyNw,True,True,V6B 1G8,"Breakfast & Brunch, Canadian (New), Cafes, Comfort Food, French, Restaurants",2,free,False,4.0
KWXF9moZFLMv_70mXfbv-w,True,True,V6X 4B3,"Hot Pot, Restaurants, Barbeque, Chinese",2,free,False,4.5
WqcF3JwEgt69BO4s0mljHA,True,True,V5X 3J4,"Restaurants, Bakeries, Indian, Food, Vegetarian",1,no,False,3.5
e1BgVPS0lJEmEsLnNAzBFQ,True,True,V6X 1S3,"Food, Cafes, Coffee & Tea, Restaurants, Donuts",1,free,False,3.0
9Gj9sXxf00eCblQxch5MLw,True,True,V7H 0B5,"Barbeque, African, Restaurants, Portuguese, Event Planning & Services, Caterers, South African",2,free,True,3.5
CUeoLt01ax-ANqbIQDjLxw,False,False,V6R 1P2,"Wine Bars, Bars, Italian, Nightlife, Restaurants, Tapas/Small Plates",4,no,False,4.5
eWoyUHGA44U6jCdXDhRfIQ,True,True,V6B,"Restaurants, Food Stands, Mexican",1,no,False,3.5
w_ryneVW_AmZokVtaGEbpg,True,True,V6J 1X6,"Japanese, Restaurants",1,no,True,3.0
RFWQdbhMfDZlDDthuYI20A,True,True,V3V 4B4,"Restaurants, Indian",2,free,True,3.5
JigVm7F5xCzBBTmU4LFaDA,True,True,V5P 3X5,"Indian, Pakistani, Middle Eastern, Restaurants",2,no,False,4.0
ZT_PSXXxqy8FQant8zaDRw,True,True,V6B,"Pizza, Food Delivery Services, Italian, Food, Restaurants",1,free,True,4.0
k7TgLsIoMU0x8O8WVFi0CQ,True,True,V6Y 3Z8,"Chinese, Seafood, Restaurants",2,no,False,3.5
Jp0N1S1WcHGdxHrpWkNPYw,True,True,V5P 2V9,"American (Traditional), Food, Restaurants, Food Delivery Services, Chicken Wings, Chicken Shop, Fast Food",1,no,True,3.0
PwJ2At9tAVrlrM-es9KBtw,True,True,V5Y 1M8,"Food, Food Trucks, Restaurants, Filipino",1,no,False,4.5
4jM6Mvylg6eKUCh6HOdlKg,True,True,V6E 1N1,"Japanese, Restaurants, Sushi Bars, Asian Fusion",2,no,False,3.5
G3jAGk0OUS_hkrsD4ERevA,True,True,V5B 0A2,"Japanese, Sushi Bars, Restaurants",2,free,False,4.0
e1h0S98Okp4vAeSctP3Fkg,True,True,V4C 6R2,"Diners, Restaurants, American (Traditional), Breakfast & Brunch",2,free,False,2.5
741SMgw6IZUEuQOCqzcSfg,True,True,V6B 2B2,"Fast Food, Japanese, Restaurants, Breakfast & Brunch",1,no,True,3.5
AJ7POJg-otBUQvABCzaNlw,True,True,V6X 0J8,"Food, Bubble Tea, Taiwanese, Restaurants, Coffee & Tea, Tea Rooms",1,free,True,3.5
Yns2eROqk-f4BUL8YiuBAA,True,True,V3B 5Y9,"Restaurants, Thai",2,free,True,4.5
PBCwx3CnayS1nvTIEOlVWA,True,True,V5J 1C4,"Taiwanese, Chinese, Noodles, Restaurants",2,no,True,4.0
FPP0VvrPrV8RrF6Yye31ig,True,True,V6S 0C8,"Noodles, Restaurants, Chinese, Food, Taiwanese",2,free,True,3.0
rfERUVK8m18PfClMgJyVeg,True,True,V3T 2W6,"Bubble Tea, Food, Restaurants, Taiwanese, Coffee & Tea",1,free,True,3.0
nABEUlemaBQArsVFLz_lsg,True,True,V6E 3N6,"French, Creperies, Restaurants",2,no,True,3.5
